order_id,user_id,order_amount,payment_method,user_total_orders,user_rto_count,user_rto_rate,is_first_order,device_order_velocity_24h,pincode_risk_tier,address_completeness_score,ip_shipping_distance_tier,cart_item_count,order_hour,target_is_rto
ord_76441338,cust_191818,1486.23,UPI,3,0,0.0,0,1,TIER_3_HIGH_RISK,0.535,2,1,16,0
ord_11173077,cust_415414,558.47,COD,3,0,0.0,0,1,TIER_1_METRO,0.899,1,2,12,0
ord_32004581,cust_958089,3343.19,CARD,0,0,0.0,1,1,TIER_1_METRO,0.954,2,1,3,0
ord_35492108,cust_880268,493.45,UPI,12,0,0.0,0,1,TIER_3_HIGH_RISK,0.825,1,2,2,0
ord_62774015,cust_910961,1314.11,UPI,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.778,0,1,15,0
ord_63412976,cust_760081,3356.41,COD,11,1,0.0909,0,3,TIER_2,0.518,0,3,13,1
ord_92347016,cust_432643,1788.31,COD,6,0,0.0,0,1,TIER_2,0.907,0,2,7,0
ord_72198050,cust_920677,1904.22,COD,2,0,0.0,0,1,TIER_3_HIGH_RISK,0.733,0,2,13,1
ord_29646137,cust_106714,577.79,UPI,1,0,0.0,0,5,TIER_1_METRO,0.934,2,1,8,0
ord_79870487,cust_118243,1228.28,COD,0,0,0.0,1,2,TIER_3_HIGH_RISK,0.878,0,1,1,1
ord_79867991,cust_141132,841.48,COD,0,0,0.0,1,1,TIER_1_METRO,0.489,3,1,1,1
ord_57766655,cust_306748,2645.27,COD,3,0,0.0,0,1,TIER_2,0.942,2,1,1,0
ord_38172140,cust_278066,351.77,NETBANKING,8,0,0.0,0,2,TIER_3_HIGH_RISK,0.676,1,2,17,0
ord_69963387,cust_360314,711.0,COD,6,0,0.0,0,3,TIER_2,0.822,0,3,8,0
ord_56606102,cust_878985,864.83,CARD,8,0,0.0,0,1,TIER_1_METRO,0.988,0,4,0,0
ord_92054816,cust_344965,1751.11,CARD,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.683,0,1,8,1
ord_16867526,cust_635613,748.52,COD,3,0,0.0,0,1,TIER_3_HIGH_RISK,0.543,1,1,0,0
ord_64457551,cust_919227,866.51,COD,6,1,0.1667,0,1,TIER_2,0.955,0,1,9,1
ord_10148469,cust_218778,923.27,COD,10,2,0.2,0,2,TIER_1_METRO,0.837,0,2,7,0
ord_71041997,cust_755080,728.16,COD,0,0,0.0,1,1,TIER_2,0.89,0,1,15,0
ord_45002379,cust_578704,2772.01,COD,4,0,0.0,0,1,TIER_3_HIGH_RISK,0.795,0,1,23,1
ord_52101517,cust_288302,1667.85,UPI,4,0,0.0,0,1,TIER_1_METRO,0.765,0,1,4,0
ord_79583832,cust_989974,1488.11,UPI,0,0,0.0,1,1,TIER_1_METRO,0.971,0,1,20,0
ord_80984280,cust_510346,6488.65,COD,12,1,0.0833,0,1,TIER_3_HIGH_RISK,0.672,0,2,19,1
ord_43957754,cust_805662,1456.06,COD,5,0,0.0,0,1,TIER_3_HIGH_RISK,0.412,1,2,0,0
ord_83808608,cust_703311,752.29,NETBANKING,2,0,0.0,0,2,TIER_2,0.777,0,1,4,0
ord_57031920,cust_768987,1318.82,COD,10,2,0.2,0,1,TIER_2,0.699,2,3,23,1
ord_59967619,cust_859401,1620.22,UPI,3,0,0.0,0,1,TIER_1_METRO,0.68,0,1,1,0
ord_50885858,cust_200244,438.05,COD,7,2,0.2857,0,1,TIER_1_METRO,0.613,1,2,23,1
ord_51869822,cust_147419,1239.16,COD,18,0,0.0,0,1,TIER_2,0.802,0,2,13,0
ord_44109026,cust_645946,902.45,UPI,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.566,0,3,18,0
ord_35227191,cust_576799,2645.11,COD,5,0,0.0,0,2,TIER_1_METRO,0.736,1,1,15,0
ord_46586547,cust_414636,909.1,UPI,1,0,0.0,0,1,TIER_1_METRO,0.745,1,1,9,0
ord_21783445,cust_695063,4167.24,CARD,10,1,0.1,0,1,TIER_2,0.744,0,1,16,0
ord_50342474,cust_945901,1032.09,COD,0,0,0.0,1,1,TIER_1_METRO,0.837,1,1,15,0
ord_31595276,cust_895754,396.92,UPI,2,1,0.5,0,1,TIER_1_METRO,0.95,1,1,23,0
ord_28598124,cust_464758,1116.69,UPI,5,0,0.0,0,1,TIER_3_HIGH_RISK,0.697,1,3,7,0
ord_77552809,cust_138237,533.08,COD,5,0,0.0,0,1,TIER_2,0.983,2,1,20,0
ord_17330395,cust_554699,827.94,UPI,0,0,0.0,1,2,TIER_1_METRO,0.777,0,1,8,0
ord_19277584,cust_773317,970.9,CARD,0,0,0.0,1,1,TIER_1_METRO,0.656,0,1,6,0
ord_96222886,cust_315958,1063.32,UPI,0,0,0.0,1,1,TIER_1_METRO,0.632,1,1,6,0
ord_86989724,cust_813537,1533.45,COD,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.772,0,1,6,1
ord_28317940,cust_703386,1386.16,UPI,2,0,0.0,0,2,TIER_2,0.925,2,1,11,0
ord_23090642,cust_568668,717.46,NETBANKING,4,1,0.25,0,1,TIER_2,0.888,0,1,0,0
ord_94811073,cust_850633,2677.1,UPI,6,0,0.0,0,1,TIER_1_METRO,0.962,1,1,23,0
ord_21506305,cust_359711,280.13,COD,20,1,0.05,0,1,TIER_2,0.807,0,1,3,0
ord_65245653,cust_980570,1203.79,COD,0,0,0.0,1,3,TIER_2,0.958,1,2,4,1
ord_57453056,cust_524824,2375.02,UPI,5,1,0.2,0,1,TIER_3_HIGH_RISK,0.735,0,2,4,0
ord_69912158,cust_673570,2502.45,COD,3,0,0.0,0,1,TIER_2,0.854,0,2,17,1
ord_85779042,cust_346027,745.11,COD,5,2,0.4,0,2,TIER_1_METRO,0.81,0,1,13,0
ord_20688727,cust_324731,2168.99,COD,0,0,0.0,1,1,TIER_1_METRO,0.763,1,2,16,0
ord_55214597,cust_124809,729.91,COD,0,0,0.0,1,1,TIER_1_METRO,0.912,1,1,15,0
ord_82789684,cust_982326,2069.77,UPI,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.816,2,1,19,1
ord_50840031,cust_126863,1531.05,UPI,5,1,0.2,0,1,TIER_1_METRO,0.708,1,1,1,0
ord_46253447,cust_997383,2683.27,CARD,14,1,0.0714,0,1,TIER_1_METRO,0.805,2,1,10,0
ord_45400396,cust_633415,592.37,UPI,6,0,0.0,0,2,TIER_2,0.961,2,4,8,1
ord_54945123,cust_573851,405.56,COD,5,0,0.0,0,1,TIER_2,0.928,0,3,23,0
ord_23143608,cust_907734,4250.37,UPI,2,0,0.0,0,3,TIER_1_METRO,0.537,0,2,21,0
ord_98988447,cust_378295,280.49,COD,0,0,0.0,1,2,TIER_2,0.803,1,1,9,1
ord_67991029,cust_178871,626.79,COD,7,0,0.0,0,1,TIER_3_HIGH_RISK,0.664,0,1,9,1
ord_67395058,cust_801346,1570.96,UPI,0,0,0.0,1,2,TIER_2,0.92,2,2,7,0
ord_33637222,cust_108367,974.97,COD,4,0,0.0,0,1,TIER_3_HIGH_RISK,0.397,3,1,4,1
ord_53623911,cust_791047,3020.1,UPI,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.477,0,1,19,1
ord_98238972,cust_857861,291.98,COD,6,0,0.0,0,1,TIER_2,0.9,0,1,23,0
ord_29611739,cust_621627,1077.15,COD,2,0,0.0,0,4,TIER_3_HIGH_RISK,0.681,2,3,20,1
ord_50975186,cust_359407,283.83,UPI,10,0,0.0,0,1,TIER_2,0.688,0,1,3,0
ord_13890549,cust_732381,801.21,NETBANKING,5,0,0.0,0,1,TIER_1_METRO,0.682,1,2,10,0
ord_51628366,cust_637636,1140.23,COD,4,0,0.0,0,1,TIER_1_METRO,0.711,0,5,2,0
ord_13224400,cust_221840,1649.22,COD,5,0,0.0,0,4,TIER_2,0.789,0,3,4,1
ord_39404164,cust_948358,1281.94,CARD,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.628,0,1,9,1
ord_73655986,cust_546288,1544.52,COD,0,0,0.0,1,4,TIER_2,0.688,2,2,20,1
ord_46796654,cust_415302,1973.94,COD,0,0,0.0,1,1,TIER_2,0.768,2,1,6,0
ord_72609637,cust_868758,6670.0,COD,6,0,0.0,0,2,TIER_2,0.498,2,3,22,0
ord_65386027,cust_333151,2759.15,UPI,3,0,0.0,0,1,TIER_1_METRO,0.357,1,1,13,0
ord_55520547,cust_962662,1009.55,NETBANKING,3,0,0.0,0,1,TIER_2,0.869,1,1,15,0
ord_36906511,cust_152832,1693.18,COD,1,0,0.0,0,1,TIER_2,0.908,3,1,3,1
ord_80668840,cust_259270,305.4,COD,0,0,0.0,1,1,TIER_1_METRO,0.729,0,4,9,1
ord_97885223,cust_689409,1490.38,COD,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.635,0,3,6,1
ord_50133569,cust_968450,692.84,UPI,0,0,0.0,1,1,TIER_1_METRO,0.793,1,1,16,0
ord_17778748,cust_811921,2168.62,UPI,6,0,0.0,0,1,TIER_3_HIGH_RISK,0.247,0,1,15,0
ord_89646633,cust_230229,3203.49,COD,2,0,0.0,0,2,TIER_1_METRO,0.968,1,4,10,1
ord_68954235,cust_335530,1645.73,CARD,0,0,0.0,1,1,TIER_2,0.694,0,4,10,0
ord_67396306,cust_409169,432.31,COD,8,0,0.0,0,1,TIER_2,0.93,3,3,16,1
ord_65143704,cust_731820,1330.6,COD,0,0,0.0,1,1,TIER_2,0.925,1,2,6,0
ord_69723895,cust_572374,2881.26,UPI,3,0,0.0,0,1,TIER_3_HIGH_RISK,0.848,2,1,17,0
ord_48791628,cust_789126,7040.4,COD,0,0,0.0,1,2,TIER_3_HIGH_RISK,0.587,0,1,21,1
ord_44104860,cust_734887,2640.38,UPI,3,0,0.0,0,7,TIER_1_METRO,0.574,1,4,21,1
ord_25348646,cust_952259,817.67,COD,6,0,0.0,0,1,TIER_1_METRO,0.763,1,2,21,0
ord_85094484,cust_569363,685.47,COD,0,0,0.0,1,2,TIER_2,0.964,2,3,8,1
ord_68061043,cust_913991,266.49,UPI,20,1,0.05,0,2,TIER_1_METRO,0.857,1,1,4,0
ord_49839283,cust_475360,1033.72,COD,10,0,0.0,0,1,TIER_1_METRO,0.779,0,1,22,0
ord_44663163,cust_371686,1311.84,UPI,0,0,0.0,1,1,TIER_2,0.736,0,1,11,0
ord_41853087,cust_833349,1528.26,COD,1,0,0.0,0,1,TIER_2,0.78,0,1,5,0
ord_63962745,cust_690940,1426.38,COD,2,0,0.0,0,1,TIER_1_METRO,0.923,1,1,21,0
ord_19449168,cust_648442,1361.57,UPI,4,0,0.0,0,1,TIER_2,0.694,0,1,18,0
ord_93604679,cust_920007,1336.25,UPI,0,0,0.0,1,1,TIER_1_METRO,0.809,0,2,13,0
ord_30606265,cust_641332,440.44,COD,15,0,0.0,0,3,TIER_2,0.854,2,1,6,1
ord_48538877,cust_581294,266.57,COD,0,0,0.0,1,1,TIER_2,0.633,0,1,6,1
ord_36683911,cust_939208,1316.89,COD,0,0,0.0,1,1,TIER_2,0.791,1,1,23,0
ord_70528967,cust_452431,4109.9,COD,8,0,0.0,0,1,TIER_1_METRO,0.949,1,3,8,0
ord_87388048,cust_123178,2723.25,COD,4,0,0.0,0,4,TIER_2,0.59,2,1,12,0
ord_66242142,cust_455462,506.99,CARD,7,1,0.1429,0,1,TIER_2,0.657,2,1,1,0
ord_56425925,cust_448632,1293.63,COD,13,0,0.0,0,1,TIER_1_METRO,0.811,2,1,13,0
ord_28156449,cust_231440,1921.95,COD,0,0,0.0,1,1,TIER_1_METRO,0.754,0,1,20,1
ord_88848663,cust_746905,2160.32,COD,7,0,0.0,0,1,TIER_3_HIGH_RISK,0.561,1,2,9,1
ord_97901550,cust_754373,587.8,NETBANKING,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.54,0,1,21,0
ord_83914833,cust_134635,732.2,UPI,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.424,0,1,12,1
ord_57447769,cust_604473,479.85,COD,8,1,0.125,0,1,TIER_3_HIGH_RISK,0.667,2,3,8,1
ord_98148991,cust_709337,12230.04,UPI,13,0,0.0,0,2,TIER_2,0.95,0,1,8,0
ord_81224605,cust_982479,874.61,UPI,6,0,0.0,0,1,TIER_2,0.574,0,1,15,0
ord_15584581,cust_603040,1703.14,UPI,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.346,0,3,20,0
ord_33443229,cust_570258,963.85,COD,0,0,0.0,1,1,TIER_1_METRO,0.692,2,1,22,0
ord_50549223,cust_901088,950.89,COD,6,1,0.1667,0,1,TIER_3_HIGH_RISK,0.719,0,2,1,1
ord_39079221,cust_922138,1596.77,UPI,5,0,0.0,0,1,TIER_2,0.796,2,2,4,0
ord_49727481,cust_952128,1246.41,COD,4,0,0.0,0,1,TIER_3_HIGH_RISK,0.627,0,1,1,0
ord_44228244,cust_573479,1055.3,COD,6,0,0.0,0,1,TIER_1_METRO,0.915,0,8,23,0
ord_12336798,cust_410719,484.37,COD,12,1,0.0833,0,1,TIER_2,0.905,0,1,10,1
ord_89324705,cust_786229,1728.07,COD,1,0,0.0,0,4,TIER_2,0.808,1,3,19,1
ord_61117909,cust_113448,2241.2,UPI,7,0,0.0,0,4,TIER_3_HIGH_RISK,0.72,0,1,19,0
ord_17770032,cust_426421,2354.03,UPI,5,0,0.0,0,1,TIER_2,0.758,0,2,10,0
ord_47176570,cust_215278,1148.33,UPI,0,0,0.0,1,1,TIER_2,0.751,1,1,13,0
ord_72344320,cust_445938,403.34,UPI,8,0,0.0,0,1,TIER_1_METRO,0.585,0,1,17,0
ord_84016872,cust_607731,1911.96,COD,3,0,0.0,0,1,TIER_1_METRO,0.912,1,1,7,0
ord_76292037,cust_114332,595.81,UPI,2,0,0.0,0,1,TIER_1_METRO,0.928,0,1,2,0
ord_28103047,cust_258554,1236.11,UPI,21,0,0.0,0,1,TIER_3_HIGH_RISK,0.66,0,1,11,0
ord_82456281,cust_551816,1234.49,COD,2,0,0.0,0,4,TIER_3_HIGH_RISK,0.41,1,1,10,1
ord_39644421,cust_944785,587.56,UPI,4,0,0.0,0,1,TIER_2,0.905,1,3,16,0
ord_94328141,cust_719266,582.92,COD,5,0,0.0,0,2,TIER_2,0.886,1,2,18,0
ord_12375093,cust_149934,842.62,COD,5,0,0.0,0,1,TIER_3_HIGH_RISK,0.731,0,3,4,1
ord_63028791,cust_124956,7641.99,COD,0,0,0.0,1,1,TIER_1_METRO,0.737,2,1,15,1
ord_49982531,cust_265426,901.09,COD,8,0,0.0,0,1,TIER_2,0.852,0,3,5,0
ord_28669724,cust_213585,351.09,COD,9,1,0.1111,0,1,TIER_2,0.815,1,1,11,1
ord_42522999,cust_679502,691.31,COD,6,0,0.0,0,1,TIER_1_METRO,0.956,1,2,3,0
ord_71767845,cust_455125,2238.9,COD,12,0,0.0,0,1,TIER_1_METRO,0.924,0,3,9,0
ord_84251591,cust_614618,1610.82,COD,1,0,0.0,0,1,TIER_1_METRO,0.858,1,2,6,1
ord_82989463,cust_716219,987.51,COD,7,0,0.0,0,1,TIER_2,0.763,0,1,10,1
ord_96881845,cust_234405,1425.79,NETBANKING,0,0,0.0,1,1,TIER_1_METRO,0.874,0,1,13,0
ord_43929665,cust_481003,1399.62,UPI,0,0,0.0,1,2,TIER_1_METRO,0.943,2,2,22,0
ord_98703922,cust_452832,2186.56,COD,19,0,0.0,0,1,TIER_3_HIGH_RISK,0.666,0,2,15,1
ord_55643397,cust_672723,2131.88,COD,0,0,0.0,1,1,TIER_2,0.913,1,1,18,0
ord_81801353,cust_380931,1194.59,UPI,9,1,0.1111,0,1,TIER_2,0.936,1,1,16,0
ord_44291982,cust_326713,2005.4,COD,5,1,0.2,0,2,TIER_1_METRO,0.852,2,1,23,0
ord_66639013,cust_403942,679.32,COD,3,0,0.0,0,1,TIER_2,0.96,0,3,16,0
ord_22750721,cust_819937,817.22,UPI,6,0,0.0,0,2,TIER_2,0.927,2,1,8,0
ord_28354343,cust_884583,1256.17,COD,6,1,0.1667,0,1,TIER_3_HIGH_RISK,0.445,1,2,6,1
ord_52307399,cust_362025,2266.28,COD,0,0,0.0,1,1,TIER_1_METRO,0.628,0,5,16,0
ord_83633231,cust_674656,2662.03,COD,10,0,0.0,0,1,TIER_2,0.756,1,1,7,0
ord_72050270,cust_770181,813.33,UPI,2,0,0.0,0,2,TIER_1_METRO,0.593,2,1,14,0
ord_52298471,cust_629593,650.76,NETBANKING,7,0,0.0,0,3,TIER_3_HIGH_RISK,0.557,0,1,11,0
ord_49049611,cust_212178,714.82,CARD,0,0,0.0,1,1,TIER_2,0.764,0,3,19,0
ord_12784975,cust_205711,565.82,UPI,0,0,0.0,1,1,TIER_1_METRO,0.776,3,1,18,0
ord_70847125,cust_198901,674.6,COD,0,0,0.0,1,1,TIER_1_METRO,0.793,0,2,12,0
ord_10692924,cust_660468,797.66,UPI,24,0,0.0,0,5,TIER_3_HIGH_RISK,0.673,2,2,12,0
ord_28246135,cust_715438,1043.23,COD,6,1,0.1667,0,2,TIER_3_HIGH_RISK,0.577,1,1,12,1
ord_61662376,cust_802789,1516.86,COD,0,0,0.0,1,2,TIER_1_METRO,0.705,0,2,0,0
ord_83418978,cust_101223,2662.28,UPI,9,2,0.2222,0,1,TIER_2,0.794,1,2,19,0
ord_13330922,cust_836448,1740.6,UPI,0,0,0.0,1,2,TIER_2,0.938,1,1,0,0
ord_63304529,cust_523062,513.87,UPI,0,0,0.0,1,3,TIER_2,0.804,0,5,9,0
ord_89992949,cust_101745,482.7,COD,6,0,0.0,0,1,TIER_1_METRO,0.915,0,1,13,0
ord_63256185,cust_516428,1448.81,COD,0,0,0.0,1,3,TIER_2,0.803,0,4,23,1
ord_47342772,cust_562403,1577.37,COD,10,2,0.2,0,1,TIER_2,0.62,0,1,1,1
ord_61481959,cust_397691,4040.67,UPI,0,0,0.0,1,2,TIER_2,0.796,1,1,14,1
ord_58207955,cust_830433,3899.36,COD,0,0,0.0,1,1,TIER_1_METRO,0.861,2,1,3,0
ord_66564401,cust_625608,4212.06,COD,3,0,0.0,0,1,TIER_2,0.675,1,1,23,1
ord_27504684,cust_201980,694.1,COD,17,0,0.0,0,1,TIER_1_METRO,0.793,0,2,21,0
ord_26010986,cust_633203,1518.42,NETBANKING,0,0,0.0,1,1,TIER_1_METRO,0.629,2,3,0,0
ord_88038555,cust_659990,1186.22,COD,3,0,0.0,0,1,TIER_1_METRO,0.965,3,2,7,0
ord_97999933,cust_782754,715.24,COD,0,0,0.0,1,1,TIER_1_METRO,0.291,1,1,2,1
ord_87219671,cust_305532,405.18,UPI,4,0,0.0,0,1,TIER_3_HIGH_RISK,0.646,0,1,16,0
ord_72750320,cust_541385,696.57,COD,0,0,0.0,1,1,TIER_2,0.92,1,1,0,0
ord_64982283,cust_108255,770.73,UPI,2,0,0.0,0,1,TIER_2,0.817,0,3,3,0
ord_16438505,cust_530703,4679.1,COD,7,0,0.0,0,1,TIER_1_METRO,0.586,2,4,10,0
ord_28311446,cust_339173,2357.2,NETBANKING,0,0,0.0,1,1,TIER_1_METRO,0.745,0,1,17,0
ord_10829119,cust_646701,516.75,COD,0,0,0.0,1,1,TIER_1_METRO,0.658,0,1,14,1
ord_13325315,cust_509991,1170.37,COD,7,0,0.0,0,1,TIER_2,0.835,0,1,6,0
ord_26206833,cust_746174,503.89,COD,2,0,0.0,0,1,TIER_1_METRO,0.928,0,3,10,1
ord_38044174,cust_726816,1169.07,NETBANKING,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.764,0,3,16,0
ord_71864219,cust_472209,1239.48,UPI,0,0,0.0,1,2,TIER_1_METRO,0.79,0,3,16,0
ord_89688895,cust_879824,883.28,CARD,10,0,0.0,0,2,TIER_2,0.673,1,2,15,0
ord_87757572,cust_946791,646.21,COD,2,0,0.0,0,2,TIER_1_METRO,0.67,1,1,7,1
ord_34276628,cust_172468,2179.5,COD,10,0,0.0,0,1,TIER_3_HIGH_RISK,0.7,2,1,12,0
ord_22184706,cust_757262,4488.56,COD,0,0,0.0,1,4,TIER_2,0.865,0,1,21,1
ord_37729937,cust_931594,528.95,COD,3,0,0.0,0,1,TIER_2,0.667,0,4,4,1
ord_18164962,cust_275931,1179.08,CARD,21,2,0.0952,0,1,TIER_3_HIGH_RISK,0.869,0,2,0,0
ord_79294318,cust_162714,383.19,COD,0,0,0.0,1,1,TIER_2,0.844,0,2,12,1
ord_15254230,cust_180853,1001.38,UPI,0,0,0.0,1,2,TIER_3_HIGH_RISK,0.803,1,1,22,0
ord_70146616,cust_935471,2017.41,COD,0,0,0.0,1,4,TIER_2,0.6,0,1,20,1
ord_34198505,cust_628048,2239.61,COD,0,0,0.0,1,1,TIER_1_METRO,0.484,0,1,16,1
ord_69357549,cust_172353,263.97,COD,2,0,0.0,0,2,TIER_1_METRO,0.881,2,4,11,0
ord_73114108,cust_243932,840.65,COD,9,0,0.0,0,1,TIER_2,0.642,2,1,6,0
ord_72867959,cust_912344,2254.38,CARD,0,0,0.0,1,1,TIER_2,0.962,0,1,17,0
ord_95476223,cust_257499,1126.34,UPI,6,0,0.0,0,1,TIER_3_HIGH_RISK,0.675,1,2,12,0
